,APR,DOM,EVA,MEJ,MET,PRA,REC,RET,ASE,GÉNERO ALUMNO,PROM ACUMULADO EN PROFESIONAL,Género del profesor,Tipo Comentario,Comentarios,AVG,Lemm
755,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,81.38,1.0,1,Es buen maestro ,1.0,"['buen', 'maestro']"
756,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,95.52,1.0,1,Se preocupa por tu aprendizaje ,0.0,"['preocupar', 'aprendizaje']"
757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,85.767,1.0,0, Es entretenido y divertido en sus clases pero no explica tan claro,0.0,"['entretenido', 'divertido', 'clase', 'no', 'explicar', 'tanto', 'claro']"
758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,92.25,1.0,2,"Sabe mucho, si enseña si pones atencion... Tiene un humor muy pesado, es favoritista. Si no lo aguantas no puedes llevar la clase con el.",1.0,"['saber', 'mucho', 'si', 'enseñar', 'si', 'poner', 'atencion', 'humor', 'pesado', 'favoritista', 'si', 'no', 'aguantar', 'no', 'poder', 'llevar', 'clase', 'el']"
759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,92.034,1.0,1,"El profesor tiene mucha experiencia y conoce todo sobre la materia, ademas de que le encanta enseñar. ",1.0,"['profesor', 'mucho', 'experiencia', 'conocer', 'materia', 'ademo', 'encantar', 'enseñar']"
760,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,86.38,1.0,2,Muy bueno explicando conceptos Si lo recomendaría,1.0,"['buen', 'explicar', 'concepto', 'si', 'recomendar']"
761,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,95.25,1.0,0, Vemos lo mismo todas las clases.,0.0,"['ver', 'mismo', 'todo', 'clase']"
762,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,94.793,1.0,1,Dominio de los temas. ,1.0,"['dominio', 'tema']"
763,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,94.433,1.0,1,Es fácil aprender con todos los ejercicios. ,1.0,"['fácil', 'aprender', 'ejercicio']"
764,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,85.8,1.0,2,Explica muy bien todos los temas y tiene mucha disponibilidad para sacarte de dudas Es un poco lenta su clase,1.0,"['explicar', 'bien', 'tema', 'mucho', 'disponibilidad', 'sacartar', 'duda', 'lento', 'clase']"
765,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,87.09,1.0,2,"Excelente profesor. Sabe muchísimo sobre los contenidos y los temas. Explica muy bien, contesta todas tus dudas, y durante la clase TODO el tiempo nos dedicamos a resolver problemas para que todo nos quede más claro. A veces se equivoca (pocas veces), y se traba. Sin embargo, no deja de ser un excelente profesor.",0.0,"['excelente', 'profesor', 'saber', 'muchísimo', 'contenido', 'tema', 'explicar', 'bien', 'contestar', 'todo', 'duda', 'clase', 'tiempo', 'dedicar', 'resolver', 'problema', 'quedar', 'claro', 'vez', 'equivocar', 'poco', 'vez', 'trar', 'embargo', 'no', 'dejar', 'ser', 'excelente', 'profesor']"
766,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,95.928,1.0,1,"Tiene muchísimos conocimientos sobre lo que imparte, siempre aclara dudas y está disponible para asesoría. ",1.0,"['muchísimo', 'conocimiento', 'impartir', 'siempre', 'aclarar', 'duda', 'disponible', 'asesoría']"
767,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,91.384,1.0,2,Es un profesor que explica de una forma muy clara y que trata de facilitar la materia en la medida que es posible. Es un gran maestro y siempre dispuesto a solucionar las dudas que tenga el grupo. En algunas ocasiones se puede equivocar al resolver algún problema y puede confundirte.,1.0,"['profesor', 'explicar', 'forma', 'claro', 'tratar', 'facilitar', 'materia', 'medido', 'posible', 'gran', 'maestro', 'siempre', 'dispuesto', 'solucionar', 'duda', 'grupo', 'ocasión', 'poder', 'equivocar', 'resolver', 'alguno', 'problema', 'poder', 'confundir', 'tú']"
768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,83.52,1.0,1,Explica PERFECTO. ,1.0,"['explicar', 'perfecto']"
769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,78.478,1.0,2,"El mejor profesor del área de mecánica, utiliza conceptos muy importantes y los aplica a los problemas 100% recomendado No tengo motivos",1.0,"['mejor', 'profesor', 'área', 'mecánico', 'utilizar', 'concepto', 'importante', 'aplicar', 'problema', '100', 'recomendado', 'no', 'motivo']"
770,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,89.6,1.0,2,"Excelente profesor, explica de manera clara y tiene mucha experiencia en el ámbito No tengo una razon",1.0,"['excelente', 'profesor', 'explicar', 'manera', 'claro', 'mucho', 'experiencia', 'ámbito', 'no', 'razon']"
771,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,62.764,1.0,2,amplio conocimiento clase un poco monótona,1.0,"['amplio', 'conocimiento', 'clase', 'monótono']"
772,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,91.184,1.0,2,"domina por completo la materia, el problema es que a veces lo ve tan obvio que no explica bien y supone muchas cosas, lo cual a la hora de estudiar o el examen supone un problema. Se le va la onda, varias cosas no quedan muy claras y no le gust que no entiendas. Es my buena persona y conoce muchísimo el tema pero lo domina tanto que epera que los alumnos también lo dominen casi tanto como él.",0.0,"['dominar', 'completo', 'materia', 'problema', 'vez', 'ver', 'tanto', 'obvio', 'no', 'explicar', 'bien', 'suponer', 'mucho', 'cosa', 'hora', 'estudiar', 'examen', 'suponer', 'problema', 'ir', 'onda', 'varios', 'cosa', 'no', 'quedar', 'claro', 'no', 'gusar', 'no', 'entender', 'my', 'buen', 'persona', 'conocer', 'muchísimo', 'tema', 'dominar', 'eperar', 'alumno', 'dominir', 'casi', 'él']"
773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,81.425,1.0,1,De los mejores profesores que he tenido en el Tec. ,1.0,"['mejor', 'profesor', 'tec']"
774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,84.442,1.0,2,"Excelente en su materia, su clase es muy buena y reta a los alumnos a demostrar lo que debieron aprender. No tengo motivos para ello.",1.0,"['excelente', 'materia', 'clase', 'buen', 'reta', 'alumno', 'demostrar', 'deber', 'aprender', 'no', 'motivo', 'él']"
775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,89.792,1.0,1,"Excelente profesor, con un gran conocimiento dentro de la materia. Busca la manera de transmitir  de una manera sencilla a sus alumnos los temas del curso. ",1.0,"['excelente', 'profesor', 'gran', 'conocimiento', 'dentro', 'materia', 'buscar', 'manera', 'transmitir', 'manera', 'sencillo', 'alumno', 'tema', 'curso']"
776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,84.933,1.0,2,NO LO RECOMIENDO No sabe dar clase. Es injusto al calificar,0.0,"['no', 'recomer', 'no', 'saber', 'dar', 'clase', 'injusto', 'calificar']"
777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,97.0,1.0,1,Dominio total de los temas y explicaciones claras ,0.0,"['dominio', 'total', 'tema', 'explicación', 'claro']"
778,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,88.211,1.0,1,"Tiene mucha experiencia, se preocupa por que aprendas los temas y explica las veces que sea necesario ",1.0,"['mucho', 'experiencia', 'preocupar', 'aprender', 'tema', 'explicar', 'vez', 'necesario']"
779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,76.241,1.0,1,"Víctor es un profesor excepcional, ya que durante todo el curso nos ha mantenido ocupados a la hora de calificar te pone notas para que a la hora del examen lo comprendas mejor. Es un profesor que me reta todos los días a sacar lo mejor de mí. Cumple con todo el programa académico e incluso en las asesorías aprendes más allá de lo que ves en clase. Extraordinaria clase. Felicidades. ",1.0,"['víctor', 'profesor', 'excepcional', 'curso', 'mantener', 'ocupado', 'hora', 'calificar', 'poner', 'nota', 'hora', 'examen', 'comprender', 'mejor', 'profesor', 'retar', 'día', 'sacar', 'mejor', 'yo', 'cumplir', 'programa', 'académico', 'incluso', 'asesoría', 'aprender', 'allá', 'ver', 'clase', 'extraordinario', 'clase', 'felicidad']"
780,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,89.0,1.0,1,Muchísismas gracias por todas la asesorías. Excelenete clase ,0.0,"['muchísisma', 'gracias', 'todo', 'asesoría', 'excelenete', 'clase']"
781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,88.166,1.0,1,excelente maestro siempre dispuesto a enseñarte y se esfuerza para que aprendas ,1.0,"['excelente', 'maestro', 'siempre', 'dispuesto', 'enseñar', 'esforzar', 'aprender']"
782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,88.23,1.0,2,Excelente Ninguna razón,1.0,"['excelente', 'ninguno', 'razón']"
783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,87.317,1.0,2,"Excelente maestro, se interesa mucho en el aprendizaje de sus alumnos. Enseña muy bien la materia. Si lo recomendaría, pero si deja tarea cada clase.",1.0,"['excelente', 'maestro', 'interesar', 'aprendizaje', 'alumno', 'enseñar', 'bien', 'materia', 'si', 'recomendar', 'si', 'dejar', 'tarea', 'cada', 'clase']"
784,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,91.115,1.0,1,"Un poco rápido el ritmo de la clase, con mucha información por sesión y se llega a hacer tedioso ",0.0,"['rápido', 'ritmo', 'clase', 'mucho', 'información', 'sesión', 'llegar', 'hacer', 'tedioso']"
785,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,77.285,1.0,2,no hay elementos no,1.0,"['no', 'elemento', 'no']"
786,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,90.333,1.0,1,No he tomado clases con el ,1.0,"['no', 'tomado', 'clase']"
787,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,96.153,1.0,2,"Es un maestro lleno de sabiduría dispuesto a compartirla con todos sus alumnos, es artista y nos motiva a serlo también, es creativo, y hace que veamos las cosas con otro ojo. Creo que en general la clase mejoraría mucho si se tomaras en cuenta aspectos respecto al tiempo... Por ejemplo, terminar la clase a tiempo, que las presentaciones de proyectos de los alumnos no se alarguen para no atrasar el resto de las actividades, y también subir calificaciones a tiempo. Son detalles pequeños pero harían una gran diferencia. Le darían la importancia adecuada a cada proyecto ya que cada uno tiene un espacio qué dedicarle.",0.0,"['maestro', 'lleno', 'sabiduría', 'dispuesto', 'compartir', 'el', 'alumno', 'artista', 'motivar', 'ser', 'él', 'también', 'creativo', 'hacer', 'ver', 'cosa', 'ojo', 'creer', 'general', 'clase', 'mejorar', 'si', 'tomar', 'cuenta', 'aspecto', 'respecto', 'tiempo', 'ejemplo', 'terminar', 'clase', 'tiempo', 'presentación', 'proyecto', 'alumno', 'no', 'alargar', 'no', 'atrasar', 'resto', 'actividad', 'subir', 'calificación', 'tiempo', 'detalle', 'pequeño', 'hacer', 'gran', 'diferencia', 'dar', 'importancia', 'adecuado', 'cada', 'proyecto', 'cada', 'espacio', 'dedicar', 'él']"
788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,86.352,1.0,0, No hacemos mucho y no califica justo.,0.0,"['no', 'hacer', 'no', 'calificar', 'justo']"
789,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,82.076,1.0,2,considero que es buena influencia y nos quiere culturizar puede que se desvie mucho del tema,1.0,"['considerar', 'buen', 'influencia', 'querer', 'culturizar', 'poder', 'desviar', 'tema']"
790,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,84.086,1.0,1,muy interesantes sus platicas ,1.0,"['interesante', 'platica']"
791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,72.227,1.0,0," Realmente no nos enseñó nada de diseño, se la pasaba hablando de su poesía y nos encargaba trabajos de eso, luego nos encarga un trabajo muy difícil y uno no sabe como hacerlo porque no nos enseñó nada. Además pierde mucho tiempo.",0.0,"['realmente', 'no', 'enseñar', 'diseño', 'pasar', 'hablar', 'poesía', 'encargar', 'trabajo', 'ese', 'luego', 'encargar', 'trabajo', 'difícil', 'no', 'saber', 'hacer', 'él', 'no', 'enseñar', 'nada', 'además', 'perder', 'tiempo']"
792,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,92.692,1.0,2,Son aburridas sus clases hasta cierto punto Porque hasta cierto punto son muy aburridas sus clases,0.0,"['aburrido', 'clase', 'cierto', 'punto', 'cierto', 'punto', 'aburrido', 'clase']"
793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,79.222,1.0,2,Arte por la intensa impaciencia que tiene a la tecnología,0.0,"['arte', 'intenso', 'impaciencia', 'tecnología']"
794,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,87.083,1.0,1,"Una joya de profesor en un sistema frío y gris, un maestro que te hace querer ir a la clase y participar, una gran experiencia que jamás olvidare ",1.0,"['joya', 'profesor', 'sistema', 'frío', 'gris', 'maestro', 'hacer', 'querer', 'ir', 'clase', 'participar', 'gran', 'experiencia', 'jamás', 'olvidar']"
795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,78.762,1.0,1,"Excelente profesor, un curso muy útil tanto a nivel personal como profesional. ",1.0,"['excelente', 'profesor', 'curso', 'útil', 'nivel', 'personal', 'profesional']"
796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,94.72,1.0,1,El profesor es muy apasionado en su explicación de la clase y está comprometido con sus alumnos. Te conoce de nombre y da retroalimentación valiosa. ,1.0,"['profesor', 'apasionado', 'explicación', 'clase', 'comprometido', 'alumno', 'conocer', 'nombre', 'dar', 'retroalimentación', 'valioso']"
797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,79.363,1.0,1,Buen maestro ,1.0,"['buen', 'maestro']"
798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,91.303,1.0,1,"Sus clases son demasiado útiles para la vida personal y profesional, siempre aprendes algo nuevo y refuerzas los conocimientos previos de la carrera. Un excelente profesor y modelo a seguir. ",1.0,"['clase', 'demasiado', 'útil', 'vida', 'personal', 'profesional', 'siempre', 'aprender', 'nuevo', 'refuerzo', 'conocimiento', 'previo', 'carrera', 'excelente', 'profesor', 'modelo', 'seguir']"
799,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,86.438,1.0,2,enseña muy bien y aprendes mucho si lo recomiendo,1.0,"['enseñar', 'bien', 'aprender', 'si', 'recomer']"
800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,86.315,1.0,2,Porque simplemente es una eminencia dentro de su materia y es una persona de alta calidad. Sin comentario.,1.0,"['simplemente', 'eminenciar', 'dentro', 'materia', 'persona', 'alto', 'calidad', 'comentario']"
801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,81.338,1.0,1,Sabe un buen y es muy bueno enseñando ,1.0,"['saber', 'buen', 'buen', 'enseñar']"
802,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,77.694,1.0,2,"es una inspiración realmente, tenerlo coo profe y aprender de él en persona es un honor; sabe MUCHO de su materia y de TODA la contabilidad, aparte de aconsejarnos cara a cara para prepararnos al salir al mundo laboral y soñar en grande. me hace pensar que todo es posible. lo recomiendo 100%",1.0,"['inspiración', 'realmente', 'tener', 'él', 'coo', 'profe', 'aprender', 'persona', 'honor', 'saber', 'materia', 'todo', 'contabilidad', 'aparte', 'aconsejar', 'yo', 'cara', 'cara', 'preparar', 'yo', 'salir', 'mundo', 'laboral', 'soñar', 'grande', 'hacer', 'pensar', 'posible', 'recomer', '100']"
803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,87.653,1.0,1,AY! ES EL MEJOR PROFESOR QUE HE TENIDO <3 ,1.0,"['ay', 'mejor', 'profesor', '3']"
804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,85.357,1.0,1,Excelente ,1.0,['excelente']
805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,84.415,1.0,1,Profesor muy preparado ,1.0,"['profesor', 'preparado']"
806,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,81.666,1.0,1,Porque explica temas relevantes y siempre esta actualizado además de explicar muy bien. ,1.0,"['explicar', 'tema', 'relevante', 'siempre', 'actualizado', 'además', 'explicar', 'bien']"
807,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,79.75,1.0,2,"Porque sabe mucho, es una persona con muchísima experiencia, hace su clase muy atractiva, es una gran persona y motiva a los estudiantes. Si, lo recomendaria",1.0,"['saber', 'mucho', 'persona', 'muchísimo', 'experiencia', 'hacer', 'clase', 'atractivo', 'gran', 'persona', 'motivar', 'estudiante', 'si', 'recomendar']"
808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,81.114,1.0,1,Por su experiencia ,1.0,['experiencia']
809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,86.23,1.0,1,"Excelente profesor, explica increíble, te abre las puertas a conocer a gente exitosa. De los mejores profesores. ",1.0,"['excelente', 'profesor', 'explicar', 'increíble', 'abrir', 'puerta', 'conocer', 'gente', 'exitoso', 'mejor', 'profesor']"
810,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,90.47,1.0,2,Sin comentarios Sin comentarios,1.0,"['comentario', 'comentario']"
811,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,92.703,1.0,1,"Muy buen maestro, en realidad quiere que aprendamos aunque lo que no lo recomiendo es porque pone su materia por encima de las demás, es demasido exagerado al calificar los examenes, el grosor de la linea en un examen el lo veia igual entonces me quito puntos y en realidad use diferentes lapiceros con diferentes grosores de puntilla.... ",0.0,"['buen', 'maestro', 'realidad', 'querer', 'aprender', 'aunque', 'no', 'recomer', 'poner', 'materia', 'encima', 'demás', 'demasido', 'exagerado', 'calificar', 'examen', 'grosor', 'linea', 'examen', 'ver', 'igual', 'entonces', 'quito', 'punto', 'realidad', 'usar', 'diferente', 'lapicero', 'diferente', 'grosor', 'puntilla']"
812,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,94.814,1.0,2,"Domina el tema, sabe lo que aplica a la industria y las tendencias de estos temas, es muy accesible con asesorías y paciente para explicar. Nos atrasamos un poco con el contenido de clase en comparación con el laboratorio y se dificultó el examen de medio término de éste.",1.0,"['dominar', 'tema', 'saber', 'aplicar', 'industria', 'tendencia', 'tema', 'accesible', 'asesoría', 'paciente', 'explicar', 'atrasar', 'contenido', 'clase', 'comparación', 'laboratorio', 'dificultar', 'examen', 'medio', 'término', 'este']"
813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,90.962,1.0,1,"Sabe y domina su clase, además de que tiene muy presentes los estandares que se ocupan en las empresas. ",1.0,"['saber', 'dominar', 'clase', 'además', 'presente', 'estandar', 'ocupar', 'empresa']"
814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,78.594,1.0,1,Te da muchas ejercicios que te ayudan a contestar el examen sin problemas ,1.0,"['dar', 'mucho', 'ejercicio', 'ayudar', 'contestar', 'examen', 'problema']"
815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,81.742,1.0,2,Buena practica y ejercicios. Todo detallado Si recomiendo,1.0,"['buen', 'practicar', 'ejercicio', 'detallado', 'si', 'recomer']"
816,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,90.347,1.0,1,"Buen maestro, muy dedicado a su trabajo ",0.0,"['buen', 'maestro', 'dedicado', 'trabajo']"
817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,79.428,1.0,1,"excelente profesor, explica muy bien y sabe mucho de los temas que imparte ",1.0,"['excelente', 'profesor', 'explicar', 'bien', 'saber', 'tema', 'impartir']"
818,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,82.655,1.0,2,"Da explicaciones claras Sus criterios de calificar son dudosos, es decir a un compañero le bajaba 3 puntos por un error y a mi 5 por el mismo error, o vice versa.",0.0,"['dar', 'explicación', 'claro', 'criterio', 'calificar', 'dudoso', 'decir', 'compañero', 'bajar', '3', 'punto', 'error', '5', 'mismo', 'error', 'vice', 'versa']"
819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,81.0,1.0,1,muy buen maestro es bien lindo ,1.0,"['buen', 'maestro', 'bien', 'lindo']"
820,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,86.851,1.0,0, Su forma de evaluar perjudica a los alumnos y muestra una actitud un poco desesperada cuando los alumnos le hacen ciertas preguntas.,0.0,"['forma', 'evaluar', 'perjudicar', 'alumno', 'mostrar', 'actitud', 'desesperado', 'alumno', 'hacer', 'cierto', 'pregunta']"
821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,94.851,1.0,1,"Uno de los profesores con más experiencia que he tenido en el tec, los consejos y tips que te da de la clase y la industria son invaluables. ",1.0,"['profesor', 'experiencia', 'tec', 'consejo', 'tip', 'dar', 'clase', 'industria', 'invaluable']"
822,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,93.444,1.0,1,"Explicaciones detalladas, y muestra experiencia y conocimiento de la clase ",1.0,"['explicación', 'detallado', 'mostrar', 'experiencia', 'conocimiento', 'clase']"
823,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,94.0,1.0,0, Es muy estricto con algunos estándares del dibujo,0.0,"['estricto', 'estándar', 'dibujo']"
824,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,82.972,1.0,2,Te enseña lo que en realidad vas a usar Si lo recomiendo,1.0,"['enseñar', 'realidad', 'ir', 'usar', 'si', 'recomer']"
825,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,81.3,1.0,1,"Es una clase muy técnica, el profesor es estricto pero accesible. ",1.0,"['clase', 'técnico', 'profesor', 'estricto', 'accesible']"
826,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,82.541,1.0,2,Buen profesor Sin comentarios,1.0,"['buen', 'profesor', 'comentario']"
827,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,76.434,1.0,2,Muy paciente y muy instruido en su área Tiene una ligera tendencia a tratar diferente a los alumnos a quienes el cree que no se interesan en la clase,0.0,"['paciente', 'instruido', 'área', 'ligero', 'tendencia', 'tratar', 'diferente', 'alumno', 'creer', 'no', 'interesar', 'clase']"
828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,84.062,1.0,1,Con disposición a ayudar ,1.0,"['disposición', 'ayudar']"
829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,80.868,1.0,1,Es un buen maestro y accecible cuando se tiene alguna duda ,1.0,"['buen', 'maestro', 'accecible', 'alguno', 'duda']"
830,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,93.406,1.0,2,"Conoce mucho acerca de la clase y tiene bastante experiencia en ella. Deja tareas para entender mejor todo y tiene asesorías si es que algo no se entendió. Si a quien se lo voy a recomendar es flojo y no quiere batallar, no lo recomendaría",0.0,"['conocer', 'acerca', 'clase', 'bastante', 'experiencia', 'él', 'dejar', 'tarea', 'entender', 'mejor', 'asesoría', 'si', 'no', 'entender', 'si', 'ir', 'recomendar', 'flojo', 'no', 'querer', 'batallar', 'no', 'recomendar']"
831,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,88.842,1.0,2,Buen maestro Si lo recomiendo,1.0,"['buen', 'maestro', 'si', 'recomer']"
832,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,93.724,1.0,1,"Muy buen maestro se ve que le gusta mucho el temario de sus clases, su forma de enseñar es mediante el trabajo en equipos y la organización de un proyecto en el cual todos los participantes tienen un papel importante. ",1.0,"['buen', 'maestro', 'ver', 'gustar', 'temario', 'clase', 'forma', 'enseñar', 'mediante', 'trabajo', 'equipo', 'organización', 'proyecto', 'participante', 'papel', 'importante']"
833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,93.84,1.0,1,Busca otras alternativas para aprender conceptos que de otra forma pudieran ser aburridos. ,1.0,"['buscar', 'alternativa', 'aprender', 'concepto', 'forma', 'poder', 'ser', 'aburrido']"
834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,83.527,1.0,2,"Es simpático, el curso es tranquilo, hay puntos extras con actividades. Siento que se pierde mucho tiempo en las clases, no me parece que sea culpa del profesor, solo me da la impresión que muchas cosas dentro del curso eran de relleno.",0.0,"['simpático', 'curso', 'tranquilo', 'punto', 'extra', 'actividad', 'sentir', 'perder', 'tiempo', 'clase', 'no', 'parecer', 'culpa', 'profesor', 'solo', 'dar', 'impresión', 'mucho', 'cosa', 'dentro', 'curso', 'relleno']"
835,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,90.653,1.0,2,"Todo bien. Mucha lectura y resumen, considero que el libro que hay que leer no es muy bueno",0.0,"['bien', 'mucho', 'lectura', 'resumir', 'considerar', 'libro', 'leer', 'no', 'buen']"
836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,96.657,1.0,0, No se me hace una buena forma de evaluar el examen final dado que algunos alumnos no cuentan con las mismas habilidades que otro lo que puede perjudicar la calificación del alumno.,0.0,"['no', 'hacer', 'buen', 'forma', 'evaluar', 'examen', 'final', 'dado', 'alumno', 'no', 'contar', 'mismo', 'habilidad', 'poder', 'perjudicar', 'calificación', 'alumno']"
837,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,94.4,1.0,2,Al tener la mitad de la clase de teoría y la mitad de la clase práctica la hace muy dinámica y aplicas lo que aprendes. El principio de la clase puede resultar algo lenta.,1.0,"['tener', 'mitad', 'clase', 'teoría', 'mitad', 'clase', 'práctico', 'hacer', 'dinámica', 'aplicar', 'aprender', 'principio', 'clase', 'poder', 'resultar', 'lento']"
838,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,95.8,1.0,1,Buen profesor y buen método de enseñanza. ,1.0,"['buen', 'profesor', 'buen', 'método', 'enseñanza']"
839,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,88.717,1.0,1,"La manera en que da la clase es dinámica, práctica, diferente y siempre está disponible. ",1.0,"['manera', 'dar', 'clase', 'dinámico', 'práctico', 'diferente', 'siempre', 'disponible']"
840,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,93.285,1.0,1,"bien, pero un poco monótona ",1.0,"['bien', 'monótono']"
841,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,85.215,1.0,1,Justo y un maestro muy inteligente ,1.0,"['justo', 'maestro', 'inteligente']"
842,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,92.44,1.0,2,muy buena persona Si la recomendaria,1.0,"['buen', 'persona', 'si', 'recomendar']"
